"UniProt_ID"	"Protein_Name"
"3158"	"Q7ZTS4"	"Keratin, type I cytoskeletal 18"
"3159"	"Q7ZTS7"	"MCM5 minichromosome maintenance deficient 5 (S. cerevisiae)"
"3160"	"Q7ZTT0"	"Histone H2A"
"3161"	"Q7ZTT1"	"Catalase"
"3162"	"Q7ZTT4"	"Chloride intracellular channel 4"
"3163"	"Q7ZTT5"	"Adenosine kinase b"
"3164"	"Q7ZTT8"	"NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex 4, like"
"3165"	"Q7ZTU0"	"Raftlin family member 2"
"3166"	"Q7ZTU7"	"Sarcosine dehydrogenase"
"3167"	"Q7ZTW6"	"Cytochrome P450, family 3, subfamily c, polypeptide 1"
"3168"	"Q7ZTX2"	"Uncharacterized protein"
"3169"	"Q7ZTX3"	"Zgc:56585"
"3170"	"Q7ZTY4"	"Histone-binding protein RBBP7"
"3171"	"Q7ZTY7"	"Vesicle transport protein USE1"
"3172"	"Q7ZTZ3"	"Phosphomannomutase 2"
"3173"	"Q7ZTZ4"	"Fibrillarin"
"3174"	"Q7ZU12"	"Ceruloplasmin"
"3175"	"Q7ZU20"	"Proteasome activator subunit 3"
"3176"	"Q7ZU29"	"Nuclear pore complex protein Nup93"
"3177"	"Q7ZU30"	"Glucose-6-phosphate isomerase"
"3178"	"Q7ZU40"	"Phospholipase C, delta 1b"
"3179"	"Q7ZU42"	"Obg-like ATPase 1"
"3180"	"Q7ZU43"	"Carboxypeptidase, vitellogenic-like"
"3181"	"Q7ZU45"	"Tetratricopeptide repeat protein 25"
"3182"	"Q7ZU46"	"Heat shock protein 4, like"
"3183"	"Q7ZU67"	"Eukaryotic translation initiation factor 4A isoform 1B"
"3184"	"Q7ZU80"	"Protein lunapark-A"
"3185"	"Q7ZU89"	"Archain 1 like"
"3186"	"Q7ZU93"	"Uncharacterized protein"
"3187"	"Q7ZU96"	"Chaperonin containing TCP1, subunit 8 (Theta)"
"3188"	"Q7ZU99"	"Transitional endoplasmic reticulum ATPase"
"3189"	"Q7ZUB0"	"Atrial myosin light chain"
"3190"	"Q7ZUC5"	"Protein kinase C, delta"
"3191"	"Q7ZUC7"	"Prostaglandin E synthase 2"
"3192"	"Q7ZUC9"	"Novel protein (Zgc:56517)"
"3193"	"Q7ZUD3"	"Glia maturation factor, beta"
"3194"	"Q7ZUD6"	"Reticulon 3"
"3195"	"Q7ZUE2"	"Ca7 protein (Fragment)"
"3196"	"Q7ZUF4"	"Adaptor-related protein complex 2, beta 1 subunit"
"3197"	"Q7ZUG0"	"Small nuclear ribonucleoprotein E"
"3198"	"Q7ZUG4"	"RAB5A, member RAS oncogene family like"
"3199"	"Q7ZUG5"	"40S ribosomal protein S21"
"3200"	"Q7ZUG6"	"Novel protein (Zgc:56640)"
"3201"	"Q7ZUH1"	"UPF0568 protein C14orf166 homolog"
"3202"	"Q7ZUH6"	"Zgc:56530"
"3203"	"Q7ZUI3"	"Uncharacterized protein"
"3204"	"Q7ZUI4"	"Thioredoxin"
"3205"	"Q7ZUI8"	"Eukaryotic translation initiation factor 1B"
"3206"	"Q7ZUJ8"	"Proteasome subunit beta type"
"3207"	"Q7ZUL8"	"Novel protein similar to vertebrate v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog (KRAS, zgc:55558)"
"3208"	"Q7ZUM0"	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide"
"3209"	"Q7ZUM5"	"Heat shock protein 4"
"3210"	"Q7ZUM6"	"Zgc:55741"
"3211"	"Q7ZUN7"	"Creatine kinase, mitochondrial 1"
"3212"	"Q7ZUP0"	"Acidic leucine-rich nuclear phosphoprotein 32 family member A"
"3213"	"Q7ZUP4"	"Novel protein similar to eukaryotic translation initiation factor 5A (Eif5a, zgc:77429)"
"3214"	"Q7ZUP5"	"DnaJ (Hsp40) homolog, subfamily A, member 2"
"3215"	"Q7ZUP6"	"Isocitrate dehydrogenase [NADP]"
"3216"	"Q7ZUP8"	"Cars protein (Fragment)"
"3217"	"Q7ZUQ0"	"Actin related protein 2/3 complex, subunit 1A"
"3218"	"Q7ZUQ1"	"Cdc42l protein"
"3219"	"Q7ZUQ4"	"Zgc:55343"
"3220"	"Q7ZUR0"	"Mcm2 protein"
"3221"	"Q7ZUR4"	"Capping protein (Actin filament) muscle Z-line, alpha 1"
"3222"	"Q7ZUR5"	"Novel protein (Zgc:56300)"
"3223"	"Q7ZUR7"	"Troponin I, skeletal, fast 2a.2"
"3224"	"Q7ZUR9"	"Ribosomal protein L13a"
"3225"	"Q7ZUS1"	"Serine/threonine-protein kinase VRK1"
"3226"	"Q7ZUS3"	"GAD67"
"3227"	"Q7ZUS7"	"Serine/threonine-protein phosphatase"
"3228"	"Q7ZUS9"	"Electron-transfer-flavoprotein, alpha polypeptide"
"3229"	"Q7ZUU3"	"Phosphotidylinositol transfer protein, beta"
"3230"	"Q7ZUU5"	"Smarcc1 protein (Fragment)"
"3231"	"Q7ZUU6"	"Zgc:56085"
"3232"	"Q7ZUV5"	"Uncharacterized protein"
"3233"	"Q7ZUV8"	"Zgc:56033"
"3234"	"Q7ZUW1"	"Gart protein"
"3235"	"Q7ZUW2"	"Hypoxia up-regulated protein 1"
"3236"	"Q7ZUW4"	"ADP-ribosylation factor 5"
"3237"	"Q7ZUW5"	"RAB5A, member RAS oncogene family"
"3238"	"Q7ZUW8"	"Aspartate aminotransferase"
"3239"	"Q7ZUX2"	"Cstf2 protein"
"3240"	"Q7ZUX4"	"Retinol dehydrogenase 1"
"3241"	"Q7ZUX5"	"RNA terminal phosphate cyclase domain 1"
"3242"	"Q7ZUX8"	"Dynein, light chain, roadblock-type 1"
"3243"	"Q7ZUY0"	"SET translocation (Myeloid leukemia-associated) A"
"3244"	"Q7ZUY3"	"Histone H2A.x"
"3245"	"Q7ZUZ4"	"Programmed cell death 5"
"3246"	"Q7ZUZ7"	"ADP-ribosylation factor 1"
"3247"	"Q7ZV03"	"Vacuolar protein sorting-associated protein 26B"
"3248"	"Q7ZV05"	"Ribosomal protein S11"
"3249"	"Q7ZV15"	"Vesicle-trafficking protein SEC22b-A"
"3250"	"Q7ZV16"	"Eukaryotic translation elongation factor 1 beta 2"
"3251"	"Q7ZV22"	"Methylthioadenosine phosphorylase"
"3252"	"Q7ZV23"	"NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)"
"3253"	"Q7ZV25"	"Tubulin cofactor a"
"3254"	"Q7ZV34"	"Malignant T cell-amplified sequence 1"
"3255"	"Q7ZV39"	"Uncharacterized protein"
"3256"	"Q7ZV43"	"Toll-interacting protein"
"3257"	"Q7ZV45"	"Solute carrier family 25 (Mitochondrial carrier; phosphate carrier), member 3"
"3258"	"Q7ZV49"	"Hprt1 protein"
"3259"	"Q7ZV55"	"Eukaryotic translation initiation factor 3 subunit I"
"3260"	"Q7ZV56"	"Cell division cycle 37 homolog (S. cerevisiae)"
"3261"	"Q7ZV68"	"Vacuolar protein sorting-associated protein 29"
"3262"	"Q7ZV76"	"Electron-transfer-flavoprotein, beta polypeptide"
"3263"	"Q7ZV77"	"Proteasome subunit alpha type"
"3264"	"Q7ZV80"	"Survival of motor neuron-related-splicing factor 30"
"3265"	"Q7ZV82"	"60S ribosomal protein L27"
"3266"	"Q7ZV92"	"PRP19/PSO4 homolog (S. cerevisiae)"
"3267"	"Q7ZV96"	"QM protein"
"3268"	"Q7ZVA4"	"S100 calcium binding protein A10b"
"3269"	"Q7ZVA6"	"Eukaryotic initiation factor 4A-III"
"3270"	"Q7ZVB1"	"Charged multivesicular body protein 1b"
"3271"	"Q7ZVB2"	"Aldehyde dehydrogenase family 9 member A1-A"
"3272"	"Q7ZVB4"	"Zgc:56126"
"3273"	"Q7ZVB5"	"Small nuclear ribonucleoprotein D3 polypeptide, like"
"3274"	"Q7ZVC6"	"High-mobility group box 1"
"3275"	"Q7ZVD4"	"Splicing factor 3a, subunit 2"
"3276"	"Q7ZVE0"	"H/ACA ribonucleoprotein complex subunit 1"
"3277"	"Q7ZVE1"	"LOC402804 protein (Fragment)"
"3278"	"Q7ZVE4"	"Synaptosomal-associated protein"
"3279"	"Q7ZVE7"	"Serine/threonine-protein phosphatase"
"3280"	"Q7ZVF1"	"Zgc:56053"
"3281"	"Q7ZVF3"	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
"3282"	"Q7ZVF6"	"ATP-binding cassette, sub-family E (OABP), member 1"
"3283"	"Q7ZVF9"	"Actin, cytoplasmic 2, N-terminally processed"
"3284"	"Q7ZVG7"	"Fibrinogen, gamma polypeptide"
"3285"	"Q7ZVH4"	"1700012G19-like protein"
"3286"	"Q7ZVI7"	"Actin, cytoplasmic 1, N-terminally processed"
"3287"	"Q7ZVI8"	"Nuclear protein localization 4 homolog (S. cerevisiae)"
"3288"	"Q7ZVJ0"	"Profilin"
"3289"	"Q7ZVK3"	"NAD-dependent deacetylase sirtuin-2"
"3290"	"Q7ZVK5"	"Pcbp2 protein"
"3291"	"Q7ZVK9"	"Tpm1 protein"
"3292"	"Q7ZVL6"	"MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)"
"3293"	"Q7ZVL7"	"Hexokinase 2"
"3294"	"Q7ZVM3"	"Eukaryotic translation elongation factor 2, like"
"3295"	"Q7ZVN1"	"Zgc:55876"
"3296"	"Q7ZVN5"	"Signal recognition particle 54"
"3297"	"Q7ZVP2"	"RAB5C, member RAS oncogene family"
"3298"	"Q7ZVP6"	"Sarcolemma associated protein"
"3299"	"Q7ZVQ3"	"WD repeat domain 1"
"3300"	"Q7ZVR3"	"Serine/threonine-protein phosphatase"
"3301"	"Q7ZVS4"	"4-aminobutyrate aminotransferase"
"3302"	"Q7ZVT2"	"Pyruvate kinase"
"3303"	"Q7ZVV2"	"Zgc:55605"
"3304"	"Q7ZVV6"	"Solute carrier family 25 (Mitochondrial carrier, brain), member 14"
"3305"	"Q7ZVW2"	"FK506 binding protein 4"
"3306"	"Q7ZVW4"	"Add3a protein"
"3307"	"Q7ZVX2"	"ATPase, Na+\/K+ transporting, beta 1a polypeptide"
"3308"	"Q7ZVX4"	"RAB14, member RAS oncogene family"
"3309"	"Q7ZVX6"	"NEDD8-activating enzyme E1 catalytic subunit"
"3310"	"Q7ZVX8"	"ATPase, H+ transporting, V1 subunit D"
"3311"	"Q7ZVY5"	"Citrate synthase, mitochondrial"
"3312"	"Q7ZVZ6"	"Presequence protease, mitochondrial"
"3313"	"Q7ZW04"	"S-adenosylmethionine synthase"
"3314"	"Q7ZW06"	"Coronin, actin binding protein, 1C"
"3315"	"Q7ZW09"	"Novel protein (Zgc:55429)"
"3316"	"Q7ZW18"	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2a"
"3317"	"Q7ZW20"	"Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 1"
"3318"	"Q7ZW22"	"Glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID), b"
"3319"	"Q7ZW25"	"Charged multivesicular body protein 2a"
"3320"	"Q7ZW27"	"Archain 1"
"3321"	"Q7ZW41"	"DNA-directed RNA polymerase II subunit RPB7"
"3322"	"Q7ZW44"	"Novel protein (Zgc:55292)"
"3323"	"Q7ZW47"	"Double-stranded RNA-binding protein Staufen homolog 2"
"3324"	"Q7ZW64"	"Adaptor-related protein complex 1, sigma 1 subunit"
"3325"	"Q7ZW75"	"Transmembrane emp24 domain trafficking protein 2"
"3326"	"Q7ZW77"	"C-4 methylsterol oxidase"
"3327"	"Q7ZW92"	"Serine/threonine kinase receptor associated protein"
"3328"	"Q7ZW95"	"Ribosomal protein L4"
"3329"	"Q7ZW98"	"AP-2 complex subunit mu-1-B"
"3330"	"Q7ZWA1"	"Elongation factor 1-alpha (Fragment)"
"3331"	"Q7ZWA9"	"Eukaryotic translation initiation factor 5"
"3332"	"Q7ZWB2"	"Ubiquitin-like protein 4A"
"3333"	"Q7ZWB3"	"5'-nucleotidase, cytosolic II"
"3334"	"Q7ZWB8"	"LOC402795 protein (Fragment)"
"3335"	"Q7ZWD4"	"UDP-N-acetylhexosamine pyrophosphorylase-like protein 1"
"3336"	"Q7ZWD8"	"Cfl1 protein"
"3337"	"Q7ZWE1"	"PWP1 homolog (S. cerevisiae)"
"3338"	"Q7ZWE2"	"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (Soluble)"
"3339"	"Q7ZWE9"	"UMP-CMP kinase"
"3340"	"Q7ZWF5"	"Aspartate aminotransferase"
"3341"	"Q7ZWH4"	"Actin-related protein 2/3 complex subunit 5"
"3342"	"Q7ZWI5"	"Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"
"3343"	"Q7ZWJ4"	"60S ribosomal protein L18a"
"3344"	"Q7ZWJ6"	"Zgc:56466"
"3345"	"Q7ZWJ7"	"60S ribosomal protein L34"
"3346"	"Q7ZWJ9"	"Peptidyl-prolyl cis-trans isomerase (Fragment)"
"3347"	"Q7ZYX0"	"Scavenger receptor class B, member 1"
"3348"	"Q7ZYX4"	"Chaperonin containing TCP1, subunit 6A (Zeta 1)"
"3349"	"Q7ZYX7"	"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog)"
"3350"	"Q7ZYY0"	"Acyl-Coenzyme A dehydrogenase family, member 8"
"3351"	"Q7ZYZ4"	"Hbae3 protein"
"3352"	"Q7ZZ26"	"Novel protein"
"3353"	"Q7ZZA3"	"FK506 binding protein 11"
"3354"	"Q7ZZV6"	"Band 3 anion exchange protein"
"3355"	"Q7ZZW4"	"Fast muscle troponin T isoform TnnT3b"
"3356"	"Q800A1"	"Parvalbumin 9"
"3357"	"Q800E7"	"Novel protein similar to human cGMP-specific phosphodiesterase 6A alpha (Rod) (PDE6A)"
"3358"	"Q800G8"	"Interferon-induced GTP-binding protein MxB"
"3359"	"Q800V7"	"Cardiac troponin C"
"3360"	"Q800W8"	"Cytochrome P450 2K7"
"3361"	"Q801E6"	"Malate dehydrogenase"
"3362"	"Q801M3"	"Myosin light chain 2 Mlc2a"
"3363"	"Q801U4"	"Splicing factor, arginine/serine-rich 3"
"3364"	"Q801W0"	"Novel MHCII alpha chain protein"
"3365"	"Q801Y4"	"Cellular retinoic acid binding protein 2, a"
"3366"	"Q801Z9"	"Cellular nucleic acid-binding protein"
"3367"	"Q802C7"	"TAR DNA binding protein"
"3368"	"Q802C9"	"Eukaryotic translation initiation factor 4A, isoform 1A"
"3369"	"Q802D0"	"Acylpeptide hydrolase"
"3370"	"Q802D5"	"Profilin 2"
"3371"	"Q802F3"	"15 kDa selenoprotein"
"3372"	"Q802F5"	"Selenoprotein W, 2a"
"3373"	"Q802F7"	"Thioredoxin reductase TrxR1 (Fragment)"
"3374"	"Q802G1"	"Glutathione peroxidase (Fragment)"
"3375"	"Q802G3"	"Glutathione peroxidase (Fragment)"
"3376"	"Q802U6"	"Cytochrome P450, family 2, subfamily K, polypeptide 6"
"3377"	"Q802V0"	"LIM domain binding 3b"
"3378"	"Q802V3"	"Villin 1 like"
"3379"	"Q802X1"	"Trk-fused gene"
"3380"	"Q802X3"	"Calrl protein"
"3381"	"Q802Y6"	"Tubulin, alpha 4 like"
"3382"	"Q802Z4"	"Zgc:66156 protein (Fragment)"
"3383"	"Q802Z5"	"Non-POU domain containing, octamer-binding"
"3384"	"Q802Z9"	"SERPINE1 mRNA binding protein 1"
"3385"	"Q803A9"	"DnaJ (Hsp40) homolog, subfamily B, member 11"
"3386"	"Q803B0"	"Heat shock 60kD protein 1 (Chaperonin)"
"3387"	"Q803B7"	"Zgc:55941"
"3388"	"Q803C2"	"Transmembrane protein 33"
"3389"	"Q803D1"	"ADP-ribosylation factor 1"
"3390"	"Q803D8"	"Zgc:55877"
"3391"	"Q803E3"	"Ewing sarcoma breakpoint region 1b"
"3392"	"Q803E5"	"Eukaryotic translation termination factor 1"
"3393"	"Q803F3"	"Protein disulfide isomerase-related protein (Provisional)"
"3394"	"Q803F5"	"Adipocyte plasma membrane-associated protein"
"3395"	"Q803F6"	"40S ribosomal protein SA"
"3396"	"Q803F7"	"RNA binding motif protein 4.2"
"3397"	"Q803G1"	"Zgc:55813"
"3398"	"Q803G3"	"Serine/threonine-protein phosphatase"
"3399"	"Q803H3"	"Serine/threonine kinase 38 like"
"3400"	"Q803H6"	"Adka protein"
"3401"	"Q803I6"	"ATP-binding cassette, sub-family D (ALD), member 3a"
"3402"	"Q803I7"	"Phosphoserine aminotransferase"
"3403"	"Q803J2"	"Ubiquitin carrier protein"
"3404"	"Q803J3"	"RAB2, member RAS oncogene family"
"3405"	"Q803K0"	"Zgc:55652"
"3406"	"Q803K3"	"Heterogeneous nuclear ribonucleoprotein A1"
"3407"	"Q803K6"	"Tubulin folding cofactor B"
"3408"	"Q803L1"	"Dihydrolipoyl dehydrogenase"
"3409"	"Q803M1"	"Novel protein similar to vertebrate tropomyosin 1 (Alpha) (TPM1, zgc:77592)"
"3410"	"Q803M7"	"Actin-related protein 2/3 complex subunit 5"
"3411"	"Q803M8"	"Tryosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide"
"3412"	"Q803P2"	"T-complex protein 1 subunit alpha"
"3413"	"Q803Q7"	"Fructose-bisphosphate aldolase"
"3414"	"Q803R9"	"Aldehyde dehydrogenase 7 family, member A1"
"3415"	"Q803S0"	"Fumarylacetoacetate hydrolase (Fumarylacetoacetase)"
"3416"	"Q803S3"	"Protein MEMO1"
"3417"	"Q803S8"	"Cadherin 17, LI cadherin (Liver-intestine)"
"3418"	"Q803T1"	"Decorin"
"3419"	"Q803T5"	"Adenosylhomocysteinase"
"3420"	"Q803T6"	"SH3-domain GRB2-like 2"
"3421"	"Q803T9"	"6-phosphogluconate dehydrogenase, decarboxylating"
"3422"	"Q803U6"	"Aquaporin 3"
"3423"	"Q803W0"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 39b"
"3424"	"Q803W1"	"Secernin-3"
"3425"	"Q803W9"	"Tagln2 protein"
"3426"	"Q803X7"	"Nucleosome assembly protein 1, like 1"
"3427"	"Q803Y0"	"Uncharacterized protein"
"3428"	"Q803Y2"	"DIRAS family, GTP-binding RAS-like 1"
"3429"	"Q803Y5"	"Keratin 15"
"3430"	"Q803Z1"	"UDP-N-acteylglucosamine pyrophosphorylase 1"
"3431"	"Q803Z5"	"Hemoglobin alpha adult-1"
"3432"	"Q804G7"	"Annexin 4"
"3433"	"Q804G9"	"Annexin 2a"
"3434"	"Q804H0"	"Annexin 1c"
"3435"	"Q804H1"	"Annexin 1b"
"3436"	"Q804H2"	"Annexin 1a"
"3437"	"Q804W0"	"Parvalbumin 1"
"3438"	"Q804W1"	"Parvalbumin isoform 4b"
"3439"	"Q804W2"	"Parvalbumin-7"
"3440"	"Q860Y0"	"Novel MHC class II beta chain protein"
"3441"	"Q8AW03"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6"
"3442"	"Q8AW07"	"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 12"
"3443"	"Q8AW67"	"Novel protein similar to human p21 (CDKN1A)-activated kinase 2 (PAK2)"
"3444"	"Q8AW82"	"Novel protein similar to human proliferation-associated 2G4 protein (PA2G4)"
"3445"	"Q8AW83"	"Novel protein similar to human non-muscle myosin heavy chain 10 (MYH10) (Fragment)"
"3446"	"Q8AWD0"	"Uncharacterized protein"
"3447"	"Q8AWD4"	"Tax1 (Human T-cell leukemia virus type I) binding protein 3"
"3448"	"Q8AWF1"	"Uncharacterized protein"
"3449"	"Q8AWW7"	"RuvB-like 1"
"3450"	"Q8AX99"	"Actn3b"
"3451"	"Q8AXX5"	"Protein phosphatase 2A B' regulatory subunit Wdb2"
"3452"	"Q8AXX6"	"Protein phosphatase 2, regulatory subunit B (B56) 2"
"3453"	"Q8AXZ4"	"Contactin-1a"
"3454"	"Q8AY63"	"Brain-subtype creatine kinase"
"3455"	"Q8AYE3"	"Antithrombin"
"3456"	"Q8AYH1"	"17-beta-hydroxysteroid dehydrogenase type 4"
"3457"	"Q8AYM8"	"Green-sensitive opsin-2"
"3458"	"Q8AYN0"	"Red-sensitive opsin-2"
"3459"	"Q8HWF3"	"Major histocompatibility complex class I UFA gene"
"3460"	"Q8JFV8"	"Synaptic vesicle membrane protein VAT-1 homolog"
"3461"	"Q8JGR3"	"Adenylosuccinate synthetase"
"3462"	"Q8JGR4"	"60S ribosomal protein L24"
"3463"	"Q8JGS9"	"40S ribosomal protein S18"
"3464"	"Q8JGT0"	"Casein kinase 1, alpha 1"
"3465"	"Q8JH29"	"Angiotensinogen"
"3466"	"Q8JH36"	"Vitellogenin 1 (Fragment)"
"3467"	"Q8JH37"	"Vitellogenin 1 (Fragment)"
"3468"	"Q8JH70"	"Fructose-bisphosphate aldolase C-B"
"3469"	"Q8JH71"	"Fructose-bisphosphate aldolase B"
"3470"	"Q8JHH7"	"Valyl-tRNA synthetase (Fragment)"
"3471"	"Q8JHI0"	"Solute carrier family 25 alpha, member 5"
"3472"	"Q8JHJ1"	"60S ribosomal protein L35"
"3473"	"Q8JHJ3"	"U2 small nuclear RNA auxiliary factor small subunit"
"3474"	"Q8JIU7"	"Nascent polypeptide-associated complex subunit alpha"
"3475"	"Q8JIX8"	"ZPA domain containing protein"
"3476"	"Q8MHB2"	"MHC class I antigen (Fragment)"
"3477"	"Q8MHB4"	"MHC class I antigen (Fragment)"
"3478"	"Q8QGE6"	"Dimerization cofactor of Hnf1/pterin-4a-carbinolamine dehydratase"
"3479"	"Q8QGN9"	"Granulin-A"
"3480"	"Q8QGV4"	"Lipocalin-type prostaglandin D synthase-like protein"
"3481"	"Q8QHA6"	"Vacuolar-type H+ transporting ATPase subunit B2"
"3482"	"Q8UUR3"	"Cytoglobin-1"
"3483"	"Q8UUT0"	"DMgamma1"
"3484"	"Q8UUT3"	"DMalpha2b"
"3485"	"Q8UUT4"	"DMbeta1"
"3486"	"Q8UUT5"	"DMalpha2a"
"3487"	"Q8UUZ6"	"Alpha A crystallin"
"3488"	"Q8UVG6"	"Cellular retinol-binding protein type II"
"3489"	"Q8UVG7"	"Fatty acid binding protein 3, muscle and heart"
"3490"	"Q8UVX0"	"Piwi-like protein 1"
"3491"	"Q90257"	"ES1 protein, mitochondrial"
"3492"	"Q90275"	"Cadherin-2"
"3493"	"Q90409"	"ELAV (Embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)"
"3494"	"Q90420"	"47 kDa heat shock protein"
"3495"	"Q90441"	"Desmin"
"3496"	"Q90460"	"CD166 antigen homolog A"
"3497"	"Q90473"	"Heat shock cognate 71 kDa protein"
"3498"	"Q90474"	"Heat shock protein HSP 90-alpha 1"
"3499"	"Q90485"	"Hemoglobin subunit beta-2"
"3500"	"Q90486"	"Hemoglobin subunit beta-1"
"3501"	"Q90487"	"Hemoglobin subunit alpha"
"3502"	"Q90WT1"	"Beta B1-crystallin"
"3503"	"Q90WX5"	"Cone transducin alpha subunit"
"3504"	"Q90WX6"	"Guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1"
"3505"	"Q90X19"	"Creatine kinase, muscle a"
"3506"	"Q90XD4"	"Alcohol dehydrogenase"
"3507"	"Q90XF2"	"Protein kinase C iota type"
"3508"	"Q90XG0"	"Triosephosphate isomerase B"
"3509"	"Q90XP7"	"UDP-glucose dehydrogenase"
"3510"	"Q90XR8"	"Claudin b"
"3511"	"Q90XR9"	"Claudin e"
"3512"	"Q90YJ0"	"Procollagen type I alpha 2 chain"
"3513"	"Q90YM8"	"Cytoplasmic FMR1-interacting protein 1 homolog"
"3514"	"Q90YN8"	"Vitellogenin 1"
"3515"	"Q90Z10"	"60S ribosomal protein L13"
"3516"	"Q90Z34"	"ATPase, Na+/K+ transporting, beta 2b polypeptide"
"3517"	"Q90Z37"	"E-cadherin"
"3518"	"Q90Z40"	"G-protein gamma 3 subunit"
"3519"	"Q90ZL2"	"LanC-like protein 1"
"3520"	"Q90ZM2"	"Protein transport protein Sec61 subunit alpha-like 1"
"3521"	"Q90ZZ7"	"Aldehyde dehydrogenase"
"3522"	"Q90ZZ8"	"Aldehyde dehydrogenase"
"3523"	"Q91398"	"Casein kinase II subunit beta"
"3524"	"Q92005"	"Elongation factor 1-alpha"
"3525"	"Q92047"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase"
"3526"	"Q92051"	"Carbonic anhydrase"
"3527"	"Q98874"	"Enhancer of rudimentary homolog"
"3528"	"Q98TZ8"	"Flotillin-2a"
"3529"	"Q9DDE1"	"Trypsin (Fragment)"
"3530"	"Q9DDE3"	"Acetylcholinesterase"
"3531"	"Q9DDJ0"	"SUMO-conjugating enzyme UBC9-B"
"3532"	"Q9DDT0"	"Ferritin"
"3533"	"Q9DDT1"	"Pyruvate carboxylase"
"3534"	"Q9DDU5"	"Glutathione S-transferase pi"
"3535"	"Q9DEG7"	"CtBP1 protein"
"3536"	"Q9DEU0"	"Na+/K+ ATPase alpha subunit isoform 8"
"3537"	"Q9DEX7"	"Fatty acid desaturase 2"
"3538"	"Q9DEY4"	"ATPase, Na+/K+ transporting, beta 1b polypeptide"
"3539"	"Q9DF44"	"20 beta-hydroxysteroid dehydrogenase"
"3540"	"Q9DFT9"	"Vitellogenin 3 (Fragment)"
"3541"	"Q9DGI4"	"ATPase, Na+/K+ transporting, beta 3b polypeptide"
"3542"	"Q9DGJ3"	"Epididymal secretory protein E1"
"3543"	"Q9DGK4"	"Translationally-controlled tumor protein homolog"
"3544"	"Q9DGL2"	"ATPase, Na+/K+ transporting, beta 2a polypeptide"
"3545"	"Q9DGL5"	"Na+/K+ ATPase alpha subunit isoform 2"
"3546"	"Q9DGL6"	"ATPase, Na+/K+ transporting, alpha 1 polypeptide"
"3547"	"Q9DGM3"	"Chaperonin 10 (Fragment)"
"3548"	"Q9DGQ5"	"Gelsolin"
"3549"	"Q9DGR6"	"ERK1"
"3550"	"Q9I8L5"	"Fatty acid-binding protein 10-A, liver basic"
"3551"	"Q9I8N9"	"Brain-type fatty acid binding protein"
"3552"	"Q9I8U7"	"Fast skeletal muscle myosin light polypeptide 3"
"3553"	"Q9I8U8"	"Fast skeletal muscle troponin C"
"3554"	"Q9I8U9"	"Fast skeletal muscle troponin T"
"3555"	"Q9I8V0"	"Parvalbumin-2"
"3556"	"Q9I8V1"	"Actin, alpha 1, skeletal muscle"
"3557"	"Q9I9E5"	"Small nuclear ribonucleoprotein polypeptides B and B1"
"3558"	"Q9I9E8"	"E4tf1-60 transcription factor"
"3559"	"Q9I9E9"	"Eukaryotic translation initiation factor 2, subunit 1 alpha"
"3560"	"Q9I9N6"	"Apoptosis-associated speck-like protein containing a CARD"
"3561"	"Q9IB47"	"Nonclathrin coat protein zeta2-COP (Fragment)"
"3562"	"Q9IBD3"	"Glycogen synthase kinase 3 alpha"
"3563"	"Q9MIX8"	"Cytochrome b"
"3564"	"Q9MIY0"	"NADH-ubiquinone oxidoreductase chain 5"
"3565"	"Q9MIY1"	"NADH-ubiquinone oxidoreductase chain 4"
"3566"	"Q9MIY5"	"ATP synthase subunit a"
"3567"	"Q9MIY6"	"ATP synthase protein 8"
"3568"	"Q9MIY7"	"Cytochrome c oxidase subunit 2"
"3569"	"Q9MIY9"	"NADH-ubiquinone oxidoreductase chain 2"
"3570"	"Q9MIZ0"	"NADH-ubiquinone oxidoreductase chain 1"
"3571"	"Q9PRH9"	"Fabp2 protein"
"3572"	"Q9PT92"	"Catalase"
"3573"	"Q9PT95"	"Retinol binding protein"
"3574"	"Q9PTH5"	"Proteasome activator subunit 1"
"3575"	"Q9PTK4"	"Ribonucleoprotein"
"3576"	"Q9PTK5"	"Ribonucleoprotein"
"3577"	"Q9PTP1"	"Proliferating cell nuclear antigen"
